CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T06:46:11,18 SPCS,ARIANE 42P+ DEB,1992-072J,EARTH,TEME,UTC,SGP4,2021-10-31T22:46:50.340864,2.92169986,0.6528926,7.7156,90.241,243.1216,38.7796,0,U,26741,999,23588,0.024341,0.00000883,0,20668.618,492.864,27784.871,796.095,DEBRIS,MEDIUM,FR,1992,FRGUI,,3195178,188614016,0 ARIANE 42P+ DEB,1 26741U 92072J   21304.94919376  .00000883  00000-0  24341-1 0  9992,2 26741   7.7156  90.2410 6528926 243.1216  38.7796  2.92169986235889
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,SL-8 DEB,1979-028C,EARTH,TEME,UTC,SGP4,2021-10-31T16:32:17.360448,13.75497324,0.003072,82.9193,299.112,158.9093,201.3337,0,U,26743,999,50124,0.000065913,0.00000079,0,7358.038,104.689,1002.507,957.299,DEBRIS,SMALL,CIS,1979,PKMTR,,3194950,188593285,0 SL-8 DEB,1 26743U 79028C   21304.68908982  .00000079  00000-0  65913-4 0  9992,2 26743  82.9193 299.1120 0030720 158.9093 201.3337 13.75497324501243
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T06:26:11,18 SPCS,GSAT 1,2001-015A,EARTH,TEME,UTC,SGP4,2021-11-01T05:22:43.421952,1.03822361,0.0237386,12.1717,16.5368,250.1248,146.29,0,U,26745,999,7798,0,-0.00000165,0,41197.852,1386.984,35797.696,33841.738,PAYLOAD,LARGE,IND,2001,SRI,,3195026,188609573,0 GSAT 1,1 26745U 01015A   21305.22411368 -.00000165  00000-0  00000+0 0  9991,2 26745  12.1717  16.5368 0237386 250.1248 146.2900  1.03822361 77984
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-31T18:07:15,18 SPCS,CZ-4 DEB,1999-057MB,EARTH,TEME,UTC,SGP4,2021-10-31T11:11:24.198720,14.77590694,0.0060618,98.4781,8.7205,37.3771,323.1632,0,U,26754,999,10204,0.00031568,0.00002265,0,7015.076,97.456,679.465,594.417,DEBRIS,SMALL,PRC,1999,TSC,,3194431,188556894,0 CZ-4 DEB,1 26754U 99057MB  21304.46625230  .00002265  00000-0  31568-3 0  9993,2 26754  98.4781   8.7205 0060618  37.3771 323.1632 14.77590694102043
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,CZ-4 DEB,1999-057MC,EARTH,TEME,UTC,SGP4,2021-10-31T17:46:46.681248,14.72448242,0.0062255,98.4232,122.0724,345.1605,27.6061,0,U,26755,999,9622,0.00040799,0.0000261,0,7031.4,97.796,697.039,609.491,DEBRIS,SMALL,PRC,1999,TSC,,3194950,188592541,0 CZ-4 DEB,1 26755U 99057MC  21304.74081807  .00002610  00000-0  40799-3 0  9991,2 26755  98.4232 122.0724 0062255 345.1605  27.6061 14.72448242 96226
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T06:36:11,18 SPCS,CZ-4 DEB,1999-057MD,EARTH,TEME,UTC,SGP4,2021-11-01T04:51:23.912640,14.38476477,0.0085229,98.7597,287.9689,54.53,306.3803,0,U,26756,999,8096,0.000083392,0.00000218,0,7141.674,100.106,824.406,702.671,DEBRIS,SMALL,PRC,1999,TSC,,3195096,188611545,0 CZ-4 DEB,1 26756U 99057MD  21305.20236010  .00000218  00000-0  83392-4 0  9991,2 26756  98.7597 287.9689 0085229  54.5300 306.3803 14.38476477 80962
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-31T18:07:15,18 SPCS,XM-1,2001-018A,EARTH,TEME,UTC,SGP4,2021-10-31T12:44:28.864032,0.99004751,0.000347,4.6906,78.1846,223.9574,172.3174,0,U,26761,999,2939,0,0.00000074,0,42523.71,1454.476,36160.331,36130.82,PAYLOAD,LARGE,US,2001,SEAL,,3194431,188557395,0 XM-1,1 26761U 01018A   21304.53088963  .00000074  00000-0  00000-0 0  9995,2 26761   4.6906  78.1846 0003470 223.9574 172.3174  0.99004751 29392
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,BLOCK DM-SL R/B,2001-018B,EARTH,TEME,UTC,SGP4,2021-10-31T19:33:02.827584,2.23844183,0.7052274,1.3497,331.9982,336.4349,76.7499,0,U,26762,999,16759,-0.0015726,0.00000024,0,24685.275,643.305,35715.872,898.408,ROCKET BODY,LARGE,SEAL,2001,SEAL,,3194950,188593042,0 BLOCK DM-SL R/B,1 26762U 01018B   21304.81461606  .00000024  00000-0 -15726-2 0  9995,2 26762   1.3497 331.9982 7052274 336.4349  76.7499  2.23844183167598
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-25T02:11:01,18 SPCS,TITAN 3C TRANSTAGE DEB,1965-108AS,EARTH,TEME,UTC,SGP4,2021-10-24T21:30:30.352032,2.73852195,0.6743901,26.0813,147.4319,62.8851,354.2763,0,U,26763,999,20574,0.00067421,-0.00000033,0,21580.311,525.831,29755.723,648.628,DEBRIS,SMALL,US,1965,AFETR,,3182768,188090800,0 TITAN 3C TRANSTAGE DEB,1 26763U 65108AS  21297.89618463 -.00000033  00000-0  67421-3 0  9990,2 26763  26.0813 147.4319 6743901  62.8851 354.2763  2.73852195205745
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,INTELSAT 10 (PAS 10),2001-019A,EARTH,TEME,UTC,SGP4,2021-10-31T16:20:45.741408,1.00271049,0.0003655,5.0375,75.2284,162.742,225.241,0,U,26766,999,2868,0,0.00000046,0,42164.938,1436.107,35802.215,35771.392,PAYLOAD,LARGE,US,2001,TTMTR,,3194950,188592542,0 INTELSAT 10 (PAS 10),1 26766U 01019A   21304.68108497  .00000046  00000-0  00000-0 0  9991,2 26766   5.0375  75.2284 0003655 162.7420 225.2410  1.00271049 28682
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-31T18:07:15,18 SPCS,BLOCK DM R/B,2001-019D,EARTH,TEME,UTC,SGP4,2021-10-31T08:59:17.060928,1.86700772,0.5146261,16.3165,183.7808,30.2176,155.7881,0,U,26769,999,13958,0,-0.00000124,0,27859.358,771.288,35818.375,7144.07,ROCKET BODY,LARGE,CIS,2001,TTMTR,,3194431,188557897,0 BLOCK DM R/B,1 26769U 01019D   21304.37450302 -.00000124  00000-0  00000-0 0  9993,2 26769  16.3165 183.7808 5146261  30.2176 155.7881  1.86700772139582
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-31T18:07:15,18 SPCS,TITAN 3C TRANSTAGE DEB,1965-108AW,EARTH,TEME,UTC,SGP4,2021-10-31T09:06:11.151072,2.64921844,0.6809499,27.9497,27.7801,208.1422,163.5573,0,U,26778,999,6803,0.0015186,-0.00000081,0,22062.599,543.557,30707.988,660.939,DEBRIS,MEDIUM,US,1965,AFETR,,3194431,188557396,0 TITAN 3C TRANSTAGE DEB,1 26778U 65108AW  21304.37929573 -.00000081  00000-0  15186-2 0  9998,2 26778  27.9497  27.7801 6809499 208.1422 163.5573  2.64921844 68036
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-24T22:46:11,18 SPCS,TITAN 3C TRANSTAGE DEB,1965-108AX,EARTH,TEME,UTC,SGP4,2021-10-24T20:54:48.641184,2.6021208,0.6769548,26.926,358.9858,204.1448,354.4938,0,U,26779,999,19831,-0.0046055,-0.00000282,0,22328.02,553.395,31064.945,834.825,DEBRIS,SMALL,US,1965,AFETR,,3182456,188077224,0 TITAN 3C TRANSTAGE DEB,1 26779U 65108AX  21297.87139631 -.00000282  00000-0 -46055-2 0  9996,2 26779  26.9260 358.9858 6769548 204.1448 354.4938  2.60212080198311
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-28T19:47:07,18 SPCS,TITAN 3C TRANSTAGE DEB,1965-108AY,EARTH,TEME,UTC,SGP4,2021-10-28T06:39:52.593984,2.58770109,0.6297464,26.9303,355.7855,356.9946,11.8641,0,U,26780,999,9666,0,-0.00000129,0,22410.89,556.478,30145.932,1919.578,DEBRIS,MEDIUM,US,1965,AFETR,,3189111,188325036,0 TITAN 3C TRANSTAGE DEB,1 26780U 65108AY  21301.27769206 -.00000129  00000-0  00000-0 0  9992,2 26780  26.9303 355.7855 6297464 356.9946  11.8641  2.58770109 96663
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T06:36:11,18 SPCS,TITAN 3C TRANSTAGE DEB,1965-108AZ,EARTH,TEME,UTC,SGP4,2021-10-31T23:19:57.436320,3.34969965,0.6343318,27.418,172.6745,38.9033,352.9315,0,U,26781,999,26317,0.0020663,0.00000413,0,18868.234,429.889,24458.82,521.378,DEBRIS,MEDIUM,US,1965,AFETR,,3195117,188611736,0 TITAN 3C TRANSTAGE DEB,1 26781U 65108AZ  21304.97219255  .00000413  00000-0  20663-2 0  9991,2 26781  27.4180 172.6745 6343318  38.9033 352.9315  3.34969965263175
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T06:46:11,18 SPCS,TITAN 3C TRANSTAGE DEB,1965-108BA,EARTH,TEME,UTC,SGP4,2021-10-31T17:56:06.421920,8.05750932,0.365277,26.4351,81.3437,160.0386,219.1424,0,U,26782,999,58518,0.0026188,0.00035012,0,10509.966,178.715,7970.879,292.782,DEBRIS,MEDIUM,US,1965,AFETR,,3195159,188613206,0 TITAN 3C TRANSTAGE DEB,1 26782U 65108BA  21304.74729655  .00035012  00000-0  26188-2 0  9998,2 26782  26.4351  81.3437 3652770 160.0386 219.1424  8.05750932585187
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-30T14:46:12,18 SPCS,TITAN 3C TRANSTAGE DEB,1965-108BB,EARTH,TEME,UTC,SGP4,2021-10-30T12:18:14.600736,2.68126894,0.6576568,27.3485,85.8947,282.9278,87.2713,0,U,26783,999,21258,0,-0.00000061,0,21886.43,537.059,29902.054,1114.535,DEBRIS,MEDIUM,US,1965,AFETR,,3192430,188482139,0 TITAN 3C TRANSTAGE DEB,1 26783U 65108BB  21303.51266899 -.00000061  00000-0  00000+0 0  9998,2 26783  27.3485  85.8947 6576568 282.9278  87.2713  2.68126894212581
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T14:56:11,18 SPCS,CZ-3 DEB,1984-035C,EARTH,TEME,UTC,SGP4,2021-11-01T06:16:13.747872,2.79534088,0.6824598,30.09,149.3319,131.7448,310.9147,0,U,26785,999,20189,0.0076506,0.00005414,0,21286.879,515.143,29436.183,381.305,DEBRIS,SMALL,PRC,1984,XSC,,3195724,188624991,0 CZ-3 DEB,1 26785U 84035C   21305.26127023  .00005414  00000-0  76506-2 0  9992,2 26785  30.0900 149.3319 6824598 131.7448 310.9147  2.79534088201893
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,COSMOS 1247 DEB,1981-016J,EARTH,TEME,UTC,SGP4,2021-10-31T18:24:22.487616,2.05139493,0.6316531,67.7305,124.7652,10.9785,358.1383,0,U,26786,999,19009,0,0.00000632,0,26163.89,701.961,36312.258,3259.253,DEBRIS,MEDIUM,CIS,1981,PKMTR,,3194950,188592042,0 COSMOS 1247 DEB,1 26786U 81016J   21304.76692694  .00000632  00000-0  00000-0 0  9995,2 26786  67.7305 124.7652 6316531  10.9785 358.1383  2.05139493190097
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T14:56:11,18 SPCS,ARIANE 1 DEB,1985-056M,EARTH,TEME,UTC,SGP4,2021-11-01T01:43:12.727776,2.26280952,0.7003414,7.4613,339.3342,232.0774,41.3298,0,U,26787,999,17190,-0.028287,-0.00000538,0,24507.735,636.377,35293.382,965.819,DEBRIS,MEDIUM,FR,1985,FRGUI,,3195709,188624826,0 ARIANE 1 DEB,1 26787U 85056M   21305.07167509 -.00000538  00000-0 -28287-1 0  9996,2 26787   7.4613 339.3342 7003414 232.0774  41.3298  2.26280952171905
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-19T17:52:15,18 SPCS,ARIANE 44L+ DEB,1992-021Q,EARTH,TEME,UTC,SGP4,2021-10-19T06:02:50.952768,2.2309136,0.6983077,3.7825,348.3277,178.4621,66.0985,0,U,26790,999,7549,0,-0.00000125,0,24740.777,645.475,35639.318,1085.967,DEBRIS,MEDIUM,FR,1992,FRGUI,,3171120,187556450,0 ARIANE 44L+ DEB,1 26790U 92021Q   21292.25197862 -.00000125  00000-0  00000-0 0  9993,2 26790   3.7825 348.3277 6983077 178.4621  66.0985  2.23091360 75499
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-24T17:20:17,18 SPCS,DELTA 2 DEB,1992-019D,EARTH,TEME,UTC,SGP4,2021-10-24T10:17:00.487104,8.50331215,0.35186,34.6905,351.133,222.1016,104.8228,0,U,26791,999,56308,0.00041836,0.00053754,-2.69E-07,10139.342,169.346,7328.835,193.578,DEBRIS,SMALL,US,1992,AFETR,,3182197,188055976,0 DELTA 2 DEB,1 26791U 92019D   21297.42847786  .00053754 -26929-6  41836-3 0  9997,2 26791  34.6905 351.1330 3518600 222.1016 104.8228  8.50331215563082
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,ARIANE 44LP DEB,1991-015L,EARTH,TEME,UTC,SGP4,2021-10-31T16:37:55.067808,2.87979738,0.6632302,7.4066,147.3828,1.4583,272.5165,0,U,26794,999,7933,-0.0085418,-0.00000623,0,20868.627,500.035,28331.196,649.788,DEBRIS,MEDIUM,FR,1991,FRGUI,,3194950,188592544,0 ARIANE 44LP DEB,1 26794U 91015L   21304.69299847 -.00000623  00000-0 -85418-2 0  9999,2 26794   7.4066 147.3828 6632302   1.4583 272.5165  2.87979738 79339
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,ARIANE 3 DEB,1988-081G,EARTH,TEME,UTC,SGP4,2021-10-31T17:36:52.346880,2.17396536,0.7031328,5.6919,175.421,6.8904,265.7559,0,U,26806,999,16909,0,-0.00000095,0,25170.978,662.384,36491.384,1094.303,DEBRIS,LARGE,FR,1988,FRGUI,,3194950,188593289,0 ARIANE 3 DEB,1 26806U 88081G   21304.73393920 -.00000095  00000-0  00000-0 0  9998,2 26806   5.6919 175.4210 7031328   6.8904 265.7559  2.17396536169091
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-30T22:26:11,18 SPCS,ARIANE 3 DEB,1988-081H,EARTH,TEME,UTC,SGP4,2021-10-30T18:54:52.856928,2.17367064,0.70429,5.6838,154.002,48.0946,47.2933,0,U,26807,999,17668,0,-0.00000179,0,25173.253,662.474,36524.389,1065.848,DEBRIS,MEDIUM,FR,1988,FRGUI,,3193009,188519449,0 ARIANE 3 DEB,1 26807U 88081H   21303.78811177 -.00000179  00000-0  00000+0 0  9994,2 26807   5.6838 154.0020 7042900  48.0946  47.2933  2.17367064176682
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,ARIANE 44LP DEB,1988-109L,EARTH,TEME,UTC,SGP4,2021-10-31T18:00:06.443712,2.14311986,0.7214417,6.2895,266.9641,35.3202,146.6877,0,U,26808,999,6016,0.0019754,0.00000115,0,25411.923,671.918,37367.009,700.567,DEBRIS,MEDIUM,FR,1988,FRGUI,,3194950,188591793,0 ARIANE 44LP DEB,1 26808U 88109L   21304.75007458  .00000115  00000-0  19754-2 0  9991,2 26808   6.2895 266.9641 7214417  35.3202 146.6877  2.14311986 60168
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-31T18:07:15,18 SPCS,ARIANE 3 DEB,1988-063J,EARTH,TEME,UTC,SGP4,2021-10-31T09:15:02.278656,2.68103565,0.6924344,7.0455,339.5057,260.2886,21.482,0,U,26809,999,21611,0.0049674,0.00004109,0,21887.699,537.106,30665.36,353.768,DEBRIS,MEDIUM,FR,1988,FRGUI,,3194431,188557649,0 ARIANE 3 DEB,1 26809U 88063J   21304.38544304  .00004109  00000-0  49674-2 0  9997,2 26809   7.0455 339.5057 6924344 260.2886  21.4820  2.68103565216118
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T06:46:11,18 SPCS,ARIANE 44LP DEB,1988-109M,EARTH,TEME,UTC,SGP4,2021-10-31T22:48:25.054272,2.16307511,0.7165926,7.086,313.7486,296.0602,128.8665,0,U,26810,999,16900,-0.001183,-0.00000191,0,25255.392,665.719,36975.083,779.43,DEBRIS,MEDIUM,FR,1988,FRGUI,,3195170,188613888,0 ARIANE 44LP DEB,1 26810U 88109M   21304.95028998 -.00000191  00000-0 -11830-2 0  9991,2 26810   7.0860 313.7486 7165926 296.0602 128.8665  2.16307511169001
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,ARIANE 44LP DEB,1988-109P,EARTH,TEME,UTC,SGP4,2021-10-31T19:13:12.194976,2.21703772,0.7020744,6.9206,11.572,184.131,223.073,0,U,26812,999,19271,0,-0.00000174,0,24843.901,649.515,35908.033,1023.499,DEBRIS,MEDIUM,FR,1988,FRGUI,,3194950,188592044,0 ARIANE 44LP DEB,1 26812U 88109P   21304.80083559 -.00000174  00000-0  00000-0 0  9996,2 26812   6.9206  11.5720 7020744 184.1310 223.0730  2.21703772192710
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-28T19:47:07,18 SPCS,SL-12 DEB,1989-001P,EARTH,TEME,UTC,SGP4,2021-10-28T02:18:16.131456,10.37994013,0.1897648,65.6102,238.5713,31.8166,338.4431,0,U,26813,999,8565,0.051724,0.00015528,0,8877.117,138.729,4183.546,814.418,DEBRIS,MEDIUM,CIS,1989,TTMTR,,3189111,188324037,0 SL-12 DEB,1 26813U 89001P   21301.09602004  .00015528  00000-0  51724-1 0  9997,2 26813  65.6102 238.5713 1897648  31.8166 338.4431 10.37994013 85656
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,NIMBUS 2 DEB,1966-040L,EARTH,TEME,UTC,SGP4,2021-10-31T19:54:15.921216,13.49629641,0.0067408,100.3344,151.9642,291.8206,198.6383,0,U,26816,999,1539,0.0015047,0.00000917,0,7451.758,106.696,1123.854,1023.393,DEBRIS,SMALL,US,1966,AFWTR,,3194950,188593046,0 NIMBUS 2 DEB,1 26816U 66040L   21304.82935094  .00000917  00000-0  15047-2 0  9995,2 26816 100.3344 151.9642 0067408 291.8206 198.6383 13.49629641 15392
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-31T18:07:15,18 SPCS,TRANSIT 14 DEB,1966-076H,EARTH,TEME,UTC,SGP4,2021-10-30T01:41:07.348416,13.65655702,0.0041863,88.8479,230.9806,55.4822,305.0279,0,U,26817,999,6974,0.00051481,0.00000436,0,7393.346,105.444,1046.162,984.26,DEBRIS,SMALL,US,1966,AFWTR,,3194431,188558401,0 TRANSIT 14 DEB,1 26817U 66076H   21303.07022394  .00000436  00000-0  51481-3 0  9990,2 26817  88.8479 230.9806 0041863  55.4822 305.0279 13.65655702 69748
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T06:36:11,18 SPCS,COSMOS 2378,2001-023A,EARTH,TEME,UTC,SGP4,2021-11-01T00:37:49.137024,13.73958733,0.0034468,82.9319,33.4606,71.2613,289.2282,0,U,26818,999,2294,0.000044663,0.00000057,0,7363.53,104.807,1010.775,960.014,PAYLOAD,LARGE,CIS,2001,PKMTR,,3195070,188610661,0 COSMOS 2378,1 26818U 01023A   21305.02626316  .00000057  00000-0  44663-4 0  9997,2 26818  82.9319  33.4606 0034468  71.2613 289.2282 13.73958733 22945
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T06:36:11,18 SPCS,SL-8 R/B,2001-023B,EARTH,TEME,UTC,SGP4,2021-10-31T23:41:49.542144,13.75622682,0.0023215,82.9284,16.3871,19.6453,153.353,0,U,26819,999,2410,0.000028581,0.00000043,0,7357.591,104.68,996.536,962.375,ROCKET BODY,LARGE,CIS,2001,PKMTR,,3195065,188610642,0 SL-8 R/B,1 26819U 01023B   21304.98737896  .00000043  00000-0  28581-4 0  9994,2 26819  82.9284  16.3871 0023215  19.6453 153.3530 13.75622682 24107
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-31T18:07:15,18 SPCS,THORAD AGENA D DEB,1970-025QQ,EARTH,TEME,UTC,SGP4,2021-10-31T09:35:39.084288,14.29800183,0.0076344,100.0116,342.9046,189.2787,298.5577,0,U,26821,999,46289,0.00076327,0.00001969,0,7170.536,100.713,847.144,737.658,DEBRIS,SMALL,US,1970,AFWTR,,3194431,188557650,0 THORAD AGENA D DEB,1 26821U 70025QQ  21304.39975792  .00001969  00000-0  76327-3 0  9997,2 26821 100.0116 342.9046 0076344 189.2787 298.5577 14.29800183462892
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,DELTA 1 DEB,1975-052KC,EARTH,TEME,UTC,SGP4,2021-10-31T15:44:53.181312,12.83514712,0.0312877,99.7002,243.6049,286.9136,196.6204,0,U,26822,999,41278,0.00064012,0.0000015,0,7705.508,112.192,1568.461,1086.285,DEBRIS,SMALL,US,1975,AFWTR,,3194950,188592790,0 DELTA 1 DEB,1 26822U 75052KC  21304.65617108  .00000150  00000-0  64012-3 0  9995,2 26822  99.7002 243.6049 0312877 286.9136 196.6204 12.83514712412784
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T14:46:11,18 SPCS,DELTA 1 DEB,1975-052KD,EARTH,TEME,UTC,SGP4,2021-11-01T11:32:20.015808,13.50634323,0.0048916,100.0888,137.6819,336.2081,53.1771,0,U,26823,999,47885,0.0011044,0.00000668,0,7448.063,106.617,1106.361,1033.495,DEBRIS,SMALL,US,1975,AFWTR,,3195682,188623855,0 DELTA 1 DEB,1 26823U 75052KD  21305.48078722  .00000668  00000-0  11044-2 0  9991,2 26823 100.0888 137.6819 0048916 336.2081  53.1771 13.50634323478850
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,INTELSAT 901,2001-024A,EARTH,TEME,UTC,SGP4,2021-10-31T18:48:35.205984,1.00269563,0.0000923,0.0199,99.1951,130.1954,65.5617,0,U,26824,999,603,0,-0.00000195,0,42165.355,1436.129,35791.112,35783.328,PAYLOAD,LARGE,ITSO,2001,FRGUI,,3194950,188592295,0 INTELSAT 901,1 26824U 01024A   21304.78374081 -.00000195  00000-0  00000-0 0  9993,2 26824   0.0199  99.1951 0000923 130.1954  65.5617  1.00269563  6035
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T06:26:11,18 SPCS,DELTA 1 DEB,1975-052KE,EARTH,TEME,UTC,SGP4,2021-11-01T03:28:31.056096,12.97965893,0.0298019,99.6437,64.4113,26.5411,95.1307,0,U,26826,999,42653,-0.00066241,-0.00000275,0,7648.207,110.943,1498.003,1042.141,DEBRIS,SMALL,US,1975,AFWTR,,3195019,188610112,0 DELTA 1 DEB,1 26826U 75052KE  21305.14480389 -.00000275  00000-0 -66241-3 0  9999,2 26826  99.6437  64.4113 0298019  26.5411  95.1307 12.97965893426535
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-31T18:07:15,18 SPCS,DELTA 1 DEB,1975-052KF,EARTH,TEME,UTC,SGP4,2021-10-31T07:10:20.530272,13.28759107,0.011114,99.6563,306.8513,259.8336,113.8816,0,U,26827,999,37054,0.00068077,0.00000281,0,7529.584,108.372,1235.133,1067.766,DEBRIS,SMALL,US,1975,AFWTR,,3194431,188558402,0 DELTA 1 DEB,1 26827U 75052KF  21304.29884873  .00000281  00000-0  68077-3 0  9995,2 26827  99.6563 306.8513 0111140 259.8336 113.8816 13.28759107370545
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-29T18:22:41,18 SPCS,DELTA 1 DEB,1975-052KG,EARTH,TEME,UTC,SGP4,2021-10-29T03:01:27.702912,13.92370147,0.0064857,99.5663,170.3579,348.2958,163.3719,0,U,26828,999,44321,0.0019427,0.00002493,0,7298.474,103.421,967.674,873.003,DEBRIS,SMALL,US,1975,AFWTR,,3191412,188421146,0 DELTA 1 DEB,1 26828U 75052KG  21302.12601508  .00002493  00000-0  19427-2 0  9999,2 26828  99.5663 170.3579 0064857 348.2958 163.3719 13.92370147443218
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,DELTA 1 DEB,1975-052KH,EARTH,TEME,UTC,SGP4,2021-10-31T19:31:15.159360,13.09808972,0.0256043,99.599,278.9487,208.1746,274.608,0,U,26829,999,29512,0.00025871,0.00000067,0,7602.035,109.94,1418.545,1029.255,DEBRIS,SMALL,US,1975,AFWTR,,3194950,188591795,0 DELTA 1 DEB,1 26829U 75052KH  21304.81336990  .00000067  00000-0  25871-3 0  9994,2 26829  99.5990 278.9487 0256043 208.1746 274.6080 13.09808972295126
2,GENERATED VIA SPACE-TRACK.ORG API,2021-10-31T18:07:15,18 SPCS,DELTA 1 DEB,1975-052KJ,EARTH,TEME,UTC,SGP4,2021-10-31T11:41:00.230208,13.22688945,0.0136739,99.7157,182.9813,163.509,320.3791,0,U,26830,999,45120,-0.000051602,-0.00000063,0,7552.604,108.869,1277.742,1071.195,DEBRIS,SMALL,US,1975,AFWTR,,3194431,188557651,0 DELTA 1 DEB,1 26830U 75052KJ  21304.48680822 -.00000063  00000-0 -51602-4 0  9995,2 26830  99.7157 182.9813 0136739 163.5090 320.3791 13.22688945451209
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,DELTA 1 DEB,1975-052KK,EARTH,TEME,UTC,SGP4,2021-10-31T22:29:25.156608,13.63175525,0.006422,99.8015,333.6759,358.3483,119.9751,0,U,26831,999,42324,0.002317,0.000018,0,7402.311,105.636,1071.714,976.638,DEBRIS,SMALL,US,1975,AFWTR,,3194950,188592791,0 DELTA 1 DEB,1 26831U 75052KK  21304.93709672  .00001800  00000-0  23170-2 0  9996,2 26831  99.8015 333.6759 0064220 358.3483 119.9751 13.63175525423244
2,GENERATED VIA SPACE-TRACK.ORG API,2021-11-01T04:58:37,18 SPCS,DELTA 1 DEB,1975-052KL,EARTH,TEME,UTC,SGP4,2021-10-31T17:12:26.712576,12.21190692,0.0622582,99.627,276.4075,319.7435,219.1328,0,U,26832,999,37393,0.00014594,-0.00000004,0,7965.496,117.918,2083.279,1091.444,DEBRIS,SMALL,US,1975,AFWTR,,3194950,188592046,0 DELTA 1 DEB,1 26832U 75052KL  21304.71697584 -.00000004  00000-0  14594-3 0  9998,2 26832  99.6270 276.4075 0622582 319.7435 219.1328 12.21190692373938
